Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,SalaryPerExperience,AgeGroup
21.0,1,0,Sales Representative,1.0,25000.0,4,3,0,25000.0,1
36.0,0,1,Sales Manager,11.0,160000.0,0,6,0,14545.454545454546,2
25.0,1,1,6.0,3.0,65000.0,4,0,0,21666.666666666668,2
30.0,0,2,Financial Manager,7.0,120000.0,4,0,0,17142.85714285714,2
28.0,1,3,Director of Marketing,6.0,105000.0,2,1,0,17500.0,2
28.0,1,2,6.0,7.0,110000.0,0,0,0,15714.285714285714,2
34.0,0,3,Director of Marketing,12.0,170000.0,3,1,0,14166.666666666666,2
31.0,0,1,Sales Director,9.0,140000.0,1,1,0,15555.555555555557,2
24.0,1,0,10.0,1.0,30000.0,4,5,0,30000.0,1
29.0,0,1,Digital Marketing Manager,6.0,95000.0,0,6,0,15833.333333333334,2
27.0,1,2,Content Marketing Manager,4.0,80000.0,0,1,0,20000.0,2
33.0,0,3,Sales Director,10.0,155000.0,4,0,0,15500.0,2
21.0,1,0,Sales Representative,1.0,25000.0,0,6,0,25000.0,1
36.0,0,1,Sales Manager,11.0,160000.0,0,1,0,14545.454545454546,2
25.0,1,1,6.0,3.0,65000.0,3,4,0,21666.666666666668,2
30.0,0,2,Financial Manager,7.0,120000.0,0,0,0,17142.85714285714,2
28.0,1,3,Director of Marketing,6.0,105000.0,3,1,0,17500.0,2
28.0,1,2,6.0,7.0,110000.0,4,5,0,15714.285714285714,2
34.0,0,3,Director of Marketing,12.0,170000.0,0,1,0,14166.666666666666,2
31.0,0,1,Sales Director,9.0,140000.0,4,5,0,15555.555555555557,2
24.0,1,0,10.0,1.0,30000.0,3,1,0,30000.0,1
29.0,0,1,Digital Marketing Manager,6.0,95000.0,4,3,0,15833.333333333334,2
27.0,1,2,Content Marketing Manager,4.0,80000.0,3,1,0,20000.0,2
33.0,0,3,Sales Director,10.0,155000.0,4,5,0,15500.0,2
21.0,1,0,Sales Representative,1.0,25000.0,2,1,0,25000.0,1
36.0,0,1,Sales Manager,11.0,160000.0,3,1,0,14545.454545454546,2
25.0,1,1,6.0,3.0,65000.0,2,1,0,21666.666666666668,2
30.0,0,2,Financial Manager,7.0,120000.0,0,0,0,17142.85714285714,2
28.0,1,3,Director of Marketing,6.0,105000.0,2,1,0,17500.0,2
28.0,1,2,6.0,7.0,110000.0,4,3,0,15714.285714285714,2
34.0,0,3,Director of Marketing,12.0,170000.0,3,4,0,14166.666666666666,2
31.0,0,1,Sales Director,9.0,140000.0,4,3,0,15555.555555555557,2
24.0,1,0,10.0,1.0,30000.0,1,7,0,30000.0,1
29.0,0,1,Digital Marketing Manager,6.0,95000.0,2,1,0,15833.333333333334,2
27.0,1,2,Content Marketing Manager,4.0,80000.0,2,1,0,20000.0,2
33.0,0,3,Sales Director,10.0,155000.0,2,0,0,15500.0,2
21.0,1,0,Sales Representative,1.0,25000.0,2,2,0,25000.0,1
36.0,0,1,Sales Manager,11.0,160000.0,3,4,0,14545.454545454546,2
30.0,0,2,Financial Manager,7.0,120000.0,4,3,0,17142.85714285714,2
26.0,0,1,Product Marketing Manager,5.0,85000.0,0,6,1,17000.0,2
28.0,1,2,6.0,7.0,110000.0,1,7,0,15714.285714285714,2
34.0,0,3,Director of Marketing,12.0,170000.0,2,1,0,14166.666666666666,2
31.0,0,1,Sales Director,9.0,140000.0,4,5,0,15555.555555555557,2
24.0,1,0,10.0,1.0,30000.0,2,0,0,30000.0,1
29.0,0,1,Digital Marketing Manager,6.0,95000.0,2,2,0,15833.333333333334,2
27.0,1,2,Content Marketing Manager,4.0,80000.0,2,0,0,20000.0,2
33.0,0,3,Sales Director,10.0,155000.0,0,6,0,15500.0,2
21.0,1,0,Sales Representative,1.0,25000.0,4,5,0,25000.0,1
36.0,0,1,Sales Manager,11.0,160000.0,0,1,0,14545.454545454546,2
23.0,0,1,0.0,1.0,60000.0,4,0,0,60000.0,1
39.0,1,2,6.0,12.0,150000.0,3,1,0,12500.0,2
28.0,0,1,Financial Analyst,4.0,80000.0,3,0,0,20000.0,2
31.0,1,3,Research Scientist,8.0,120000.0,3,0,0,15000.0,2
35.0,0,1,Project Manager,10.0,130000.0,3,4,0,13000.0,2
42.0,0,2,0.0,18.0,180000.0,4,3,1,10000.0,3
29.0,1,1,Digital Marketing Specialist,3.0,60000.0,3,1,0,20000.0,2
33.0,0,1,6.0,7.0,110000.0,2,1,0,15714.285714285714,2
24.0,1,0,10.0,1.0,25000.0,1,0,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,1,0,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,0,6,0,18333.33333333333,2
32.0,0,3,1.0,9.0,140000.0,1,1,0,15555.555555555557,2
22.0,1,0,Receptionist,1.0,25000.0,1,1,0,25000.0,1
38.0,1,2,Marketing Director,14.0,170000.0,2,0,0,12142.857142857143,2
25.0,0,1,0.0,1.0,55000.0,2,1,0,55000.0,2
29.0,1,1,Marketing Coordinator,4.0,65000.0,4,3,0,16250.0,2
27.0,0,1,Product Designer,3.0,60000.0,0,6,0,20000.0,2
34.0,1,3,Research Director,10.0,150000.0,2,1,0,15000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,2,0,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,1,7,0,17142.85714285714,2
25.0,0,1,0.0,1.0,55000.0,4,0,0,55000.0,2
29.0,1,1,Marketing Coordinator,4.0,65000.0,4,5,0,16250.0,2
27.0,0,1,Product Designer,3.0,60000.0,3,4,0,20000.0,2
34.0,1,3,Research Director,10.0,150000.0,0,1,0,15000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,4,0,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,2,2,0,17142.85714285714,2
23.0,0,1,0.0,1.0,60000.0,2,1,0,60000.0,1
39.0,1,2,6.0,12.0,150000.0,2,2,0,12500.0,2
28.0,0,1,Financial Analyst,4.0,80000.0,4,0,0,20000.0,2
31.0,1,3,Research Scientist,8.0,120000.0,3,4,0,15000.0,2
35.0,0,1,Project Manager,10.0,130000.0,1,1,0,13000.0,2
27.0,1,1,Graphic Designer,2.0,50000.0,1,1,0,25000.0,2
42.0,0,2,0.0,18.0,180000.0,1,1,1,10000.0,3
33.0,0,1,6.0,7.0,110000.0,3,1,0,15714.285714285714,2
24.0,1,0,10.0,1.0,25000.0,3,4,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,4,0,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,0,6,0,18333.33333333333,2
32.0,0,3,1.0,9.0,140000.0,0,1,0,15555.555555555557,2
22.0,1,0,Receptionist,1.0,25000.0,1,0,0,25000.0,1
37.0,0,1,7.0,12.0,150000.0,3,1,0,12500.0,2
38.0,1,2,Marketing Director,14.0,170000.0,3,4,0,12142.857142857143,2
25.0,0,1,0.0,1.0,55000.0,1,7,0,55000.0,2
29.0,1,1,Marketing Coordinator,4.0,65000.0,3,4,0,16250.0,2
27.0,0,1,Product Designer,3.0,60000.0,4,3,0,20000.0,2
34.0,1,3,Research Director,10.0,150000.0,4,0,0,15000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,2,2,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,3,1,0,17142.85714285714,2
25.0,0,1,0.0,1.0,55000.0,2,2,0,55000.0,2
29.0,1,1,Marketing Coordinator,4.0,65000.0,2,0,0,16250.0,2
27.0,0,1,Product Designer,3.0,60000.0,0,6,0,20000.0,2
34.0,1,3,Research Director,10.0,150000.0,0,1,0,15000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,1,0,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,2,0,0,17142.85714285714,2
23.0,0,1,0.0,1.0,60000.0,2,2,0,60000.0,1
39.0,1,2,6.0,12.0,150000.0,4,5,0,12500.0,2
28.0,0,1,Financial Analyst,4.0,80000.0,4,3,0,20000.0,2
31.0,1,3,Research Scientist,8.0,120000.0,4,0,0,15000.0,2
35.0,0,1,Project Manager,10.0,130000.0,0,0,0,13000.0,2
27.0,1,1,Graphic Designer,2.0,50000.0,4,3,0,25000.0,2
42.0,0,2,0.0,18.0,180000.0,3,1,1,10000.0,3
29.0,1,1,Digital Marketing Specialist,3.0,60000.0,3,1,0,20000.0,2
33.0,0,1,6.0,7.0,110000.0,3,4,0,15714.285714285714,2
30.0,0,2,Financial Analyst,6.0,100000.0,3,4,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,2,1,0,18333.33333333333,2
32.0,0,3,1.0,9.0,140000.0,3,0,0,15555.555555555557,2
22.0,1,0,Receptionist,1.0,25000.0,0,0,0,25000.0,1
37.0,0,1,7.0,12.0,150000.0,0,1,0,12500.0,2
38.0,1,2,Marketing Director,14.0,170000.0,2,0,0,12142.857142857143,2
25.0,0,1,0.0,1.0,55000.0,4,5,0,55000.0,2
29.0,1,1,Marketing Coordinator,4.0,65000.0,3,1,0,16250.0,2
27.0,0,1,Product Designer,3.0,60000.0,4,3,0,20000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,1,1,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,0,1,0,17142.85714285714,2
25.0,0,1,0.0,1.0,55000.0,4,5,0,55000.0,2
29.0,1,1,Marketing Coordinator,4.0,65000.0,4,3,0,16250.0,2
27.0,0,1,Product Designer,3.0,60000.0,1,1,0,20000.0,2
34.0,1,3,Research Director,10.0,150000.0,4,3,0,15000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,3,4,0,17142.85714285714,2
39.0,1,2,6.0,12.0,150000.0,1,1,0,12500.0,2
28.0,0,1,Financial Analyst,4.0,80000.0,4,3,0,20000.0,2
31.0,1,3,Research Scientist,8.0,120000.0,2,1,0,15000.0,2
35.0,0,1,Project Manager,10.0,130000.0,4,0,0,13000.0,2
42.0,0,2,0.0,18.0,180000.0,0,1,1,10000.0,3
33.0,0,1,6.0,7.0,110000.0,0,1,0,15714.285714285714,2
24.0,1,0,10.0,1.0,25000.0,3,0,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,2,2,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,3,0,0,18333.33333333333,2
32.0,0,3,1.0,9.0,140000.0,4,5,0,15555.555555555557,2
22.0,1,0,Receptionist,1.0,25000.0,3,1,0,25000.0,1
37.0,0,1,7.0,12.0,150000.0,0,0,0,12500.0,2
25.0,0,1,0.0,1.0,55000.0,0,6,0,55000.0,2
34.0,1,3,Research Director,10.0,150000.0,1,7,0,15000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,3,1,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,4,0,0,17142.85714285714,2
25.0,0,1,0.0,1.0,55000.0,4,3,0,55000.0,2
27.0,0,1,Product Designer,3.0,60000.0,2,2,0,20000.0,2
34.0,1,3,Research Director,10.0,150000.0,0,1,0,15000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,1,0,0,25000.0,2
31.0,1,2,Financial Manager,7.0,120000.0,3,4,0,17142.85714285714,2
23.0,0,1,0.0,1.0,60000.0,4,5,0,60000.0,1
39.0,1,2,6.0,12.0,150000.0,0,1,0,12500.0,2
28.0,0,1,Financial Analyst,4.0,80000.0,3,4,0,20000.0,2
31.0,1,3,Research Scientist,8.0,120000.0,3,1,0,15000.0,2
35.0,0,1,Project Manager,10.0,130000.0,2,2,0,13000.0,2
27.0,1,1,Graphic Designer,2.0,50000.0,1,1,0,25000.0,2
42.0,0,2,0.0,18.0,180000.0,1,7,1,10000.0,3
29.0,1,1,Digital Marketing Specialist,3.0,60000.0,3,0,0,20000.0,2
33.0,0,1,6.0,7.0,110000.0,2,1,0,15714.285714285714,2
24.0,1,0,10.0,1.0,25000.0,3,1,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,2,1,0,16666.666666666668,2
28.0,0,1,0.0,3.0,85000.0,3,1,0,28333.33333333333,2
36.0,1,2,Marketing Director,11.0,160000.0,4,0,0,14545.454545454546,2
29.0,1,3,1.0,5.0,100000.0,4,3,0,20000.0,2
33.0,0,1,Project Manager,8.0,120000.0,3,1,0,15000.0,2
30.0,1,1,Digital Marketing Specialist,4.0,65000.0,2,2,0,16250.0,2
34.0,0,1,6.0,9.0,130000.0,4,3,0,14444.444444444443,2
25.0,1,0,10.0,1.0,25000.0,3,0,0,25000.0,2
31.0,0,2,Financial Analyst,6.0,100000.0,4,5,0,16666.666666666668,2
27.0,1,1,Social Media Manager,3.0,55000.0,3,4,0,18333.33333333333,2
33.0,0,3,Research Scientist,10.0,150000.0,2,0,0,15000.0,2
23.0,1,0,Receptionist,1.0,25000.0,2,2,0,25000.0,1
38.0,0,1,7.0,13.0,160000.0,2,1,0,12307.692307692309,2
39.0,1,2,6.0,14.0,170000.0,3,4,0,12142.857142857143,2
26.0,0,1,0.0,1.0,55000.0,2,1,0,55000.0,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,3,0,0,16250.0,2
28.0,0,1,Product Designer,3.0,60000.0,1,0,0,20000.0,2
27.0,0,1,Marketing Analyst,2.0,50000.0,1,0,0,25000.0,2
26.0,0,1,0.0,1.0,55000.0,4,0,0,55000.0,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,3,4,0,16250.0,2
28.0,0,1,Product Designer,3.0,60000.0,0,6,0,20000.0,2
35.0,1,3,Research Director,11.0,160000.0,3,4,0,14545.454545454546,2
27.0,0,1,Marketing Analyst,2.0,50000.0,4,5,0,25000.0,2
32.0,1,2,Financial Manager,8.0,120000.0,2,2,0,15000.0,2
36.0,1,2,Marketing Director,11.0,160000.0,0,0,0,14545.454545454546,2
25.0,0,1,Financial Analyst,1.0,55000.0,3,0,0,55000.0,2
29.0,1,3,1.0,5.0,100000.0,0,6,0,20000.0,2
33.0,0,1,Project Manager,8.0,120000.0,2,1,0,15000.0,2
27.0,1,1,Graphic Designer,2.0,50000.0,4,5,0,25000.0,2
43.0,0,2,0.0,19.0,185000.0,1,7,1,9736.842105263158,3
30.0,1,1,Digital Marketing Specialist,4.0,65000.0,4,5,0,16250.0,2
34.0,0,1,6.0,9.0,130000.0,1,1,0,14444.444444444443,2
25.0,1,0,10.0,1.0,25000.0,2,1,0,25000.0,2
31.0,0,2,Financial Analyst,6.0,100000.0,2,0,0,16666.666666666668,2
33.0,0,3,Research Scientist,10.0,150000.0,4,0,0,15000.0,2
23.0,1,0,Receptionist,1.0,25000.0,1,0,0,25000.0,1
38.0,0,1,7.0,13.0,160000.0,3,1,0,12307.692307692309,2
39.0,1,2,6.0,14.0,170000.0,2,0,0,12142.857142857143,2
26.0,0,1,0.0,1.0,55000.0,3,1,0,55000.0,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,4,3,0,16250.0,2
32.0,1,2,Financial Manager,8.0,120000.0,2,2,0,15000.0,2
26.0,0,1,0.0,1.0,55000.0,4,0,0,55000.0,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,3,0,0,16250.0,2
28.0,0,1,Product Designer,3.0,60000.0,1,0,0,20000.0,2
35.0,1,3,Research Director,11.0,160000.0,4,5,0,14545.454545454546,2
27.0,0,1,Marketing Analyst,2.0,50000.0,0,1,0,25000.0,2
28.0,0,1,0.0,3.0,85000.0,3,1,0,28333.33333333333,2
36.0,1,2,Marketing Director,11.0,160000.0,3,4,0,14545.454545454546,2
25.0,0,1,Financial Analyst,1.0,55000.0,0,6,0,55000.0,2
29.0,1,3,1.0,5.0,100000.0,0,6,0,20000.0,2
33.0,0,1,Project Manager,8.0,120000.0,3,0,0,15000.0,2
27.0,1,1,Graphic Designer,2.0,50000.0,3,1,0,25000.0,2
43.0,0,2,0.0,19.0,185000.0,4,5,1,9736.842105263158,3
30.0,1,1,Digital Marketing Specialist,4.0,65000.0,2,2,0,16250.0,2
34.0,0,1,6.0,9.0,130000.0,3,1,0,14444.444444444443,2
25.0,1,0,10.0,1.0,25000.0,0,6,0,25000.0,2
31.0,0,2,Financial Analyst,6.0,100000.0,4,5,0,16666.666666666668,2
27.0,1,1,Social Media Manager,3.0,55000.0,4,5,0,18333.33333333333,2
33.0,0,3,Research Scientist,10.0,150000.0,3,4,0,15000.0,2
23.0,1,0,Receptionist,1.0,25000.0,4,0,0,25000.0,1
38.0,0,1,7.0,13.0,160000.0,2,2,0,12307.692307692309,2
39.0,1,2,6.0,14.0,170000.0,0,1,0,12142.857142857143,2
26.0,0,1,0.0,1.0,55000.0,0,0,0,55000.0,2
28.0,0,1,Product Designer,3.0,60000.0,1,7,0,20000.0,2
35.0,1,3,Research Director,11.0,160000.0,0,6,0,14545.454545454546,2
27.0,0,1,Marketing Analyst,2.0,50000.0,1,0,0,25000.0,2
32.0,1,2,Financial Manager,8.0,120000.0,1,7,0,15000.0,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,2,0,0,16250.0,2
28.0,0,1,Product Designer,3.0,60000.0,1,0,0,20000.0,2
27.0,0,1,Marketing Analyst,2.0,50000.0,2,1,0,25000.0,2
32.0,1,2,Financial Manager,8.0,120000.0,0,0,0,15000.0,2
28.0,0,1,0.0,3.0,85000.0,0,1,0,28333.33333333333,2
36.0,1,2,Marketing Director,11.0,160000.0,4,0,0,14545.454545454546,2
25.0,0,1,Financial Analyst,1.0,55000.0,3,1,0,55000.0,2
33.0,0,1,Project Manager,8.0,120000.0,0,0,0,15000.0,2
43.0,0,2,0.0,19.0,185000.0,4,0,1,9736.842105263158,3
30.0,1,1,Digital Marketing Specialist,4.0,65000.0,4,0,0,16250.0,2
34.0,0,1,6.0,9.0,130000.0,4,3,0,14444.444444444443,2
25.0,1,0,10.0,1.0,25000.0,3,4,0,25000.0,2
31.0,0,2,Financial Analyst,6.0,100000.0,2,2,0,16666.666666666668,2
27.0,1,1,Social Media Manager,3.0,55000.0,0,6,0,18333.33333333333,2
33.0,0,3,Research Scientist,10.0,150000.0,0,0,0,15000.0,2
23.0,1,0,Receptionist,1.0,25000.0,4,5,0,25000.0,1
38.0,0,1,7.0,13.0,160000.0,4,3,0,12307.692307692309,2
39.0,1,2,6.0,14.0,170000.0,3,4,0,12142.857142857143,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,0,1,0,16250.0,2
28.0,0,1,Product Designer,3.0,60000.0,0,1,0,20000.0,2
35.0,1,3,Research Director,11.0,160000.0,2,1,0,14545.454545454546,2
27.0,0,1,Marketing Analyst,2.0,50000.0,2,2,0,25000.0,2
32.0,1,2,Financial Manager,8.0,120000.0,2,0,0,15000.0,2
26.0,0,1,0.0,1.0,55000.0,2,2,0,55000.0,2
30.0,1,1,Marketing Coordinator,4.0,65000.0,1,0,0,16250.0,2
28.0,0,1,Product Designer,3.0,60000.0,3,4,0,20000.0,2
35.0,1,3,Research Director,11.0,160000.0,3,0,0,14545.454545454546,2
27.0,0,1,Marketing Analyst,2.0,50000.0,2,0,0,25000.0,2
32.0,1,2,Financial Manager,8.0,120000.0,1,7,0,15000.0,2
28.0,0,1,0.0,3.0,85000.0,3,1,0,28333.33333333333,2
36.0,1,2,Marketing Director,11.0,160000.0,2,2,0,14545.454545454546,2
25.0,0,1,Financial Analyst,1.0,55000.0,2,1,0,55000.0,2
29.0,1,3,1.0,5.0,100000.0,0,1,0,20000.0,2
33.0,0,1,Project Manager,8.0,120000.0,1,7,0,15000.0,2
27.0,1,1,Graphic Designer,2.0,50000.0,2,0,0,25000.0,2
43.0,0,2,0.0,19.0,185000.0,3,1,1,9736.842105263158,3
30.0,1,1,Digital Marketing Specialist,4.0,65000.0,4,3,0,16250.0,2
34.0,0,1,6.0,9.0,130000.0,2,1,0,14444.444444444443,2
25.0,1,0,10.0,1.0,25000.0,0,1,0,25000.0,2
27.0,1,1,Social Media Manager,3.0,55000.0,3,4,0,18333.33333333333,2
33.0,0,3,Research Scientist,10.0,150000.0,4,0,0,15000.0,2
27.0,0,1,0.0,3.0,85000.0,1,1,0,28333.33333333333,2
35.0,1,2,Marketing Director,11.0,160000.0,3,1,0,14545.454545454546,2
24.0,0,1,Financial Analyst,1.0,55000.0,1,0,0,55000.0,1
28.0,1,3,1.0,5.0,100000.0,0,1,0,20000.0,2
32.0,0,1,Project Manager,8.0,120000.0,0,6,0,15000.0,2
41.0,0,2,0.0,19.0,185000.0,4,0,1,9736.842105263158,3
29.0,1,1,Digital Marketing Specialist,4.0,65000.0,3,0,0,16250.0,2
33.0,0,1,6.0,9.0,130000.0,0,6,0,14444.444444444443,2
24.0,1,0,10.0,1.0,25000.0,3,4,0,25000.0,1
26.0,1,1,Social Media Manager,3.0,55000.0,0,6,0,18333.33333333333,2
32.0,0,3,Research Scientist,10.0,150000.0,2,1,0,15000.0,2
22.0,1,0,Receptionist,1.0,25000.0,3,4,0,25000.0,1
37.0,0,1,7.0,13.0,160000.0,1,1,0,12307.692307692309,2
38.0,1,2,6.0,14.0,170000.0,2,2,0,12142.857142857143,2
27.0,0,1,0.0,1.0,55000.0,1,1,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,2,1,0,16250.0,2
29.0,0,1,Product Designer,3.0,60000.0,4,5,0,20000.0,2
34.0,1,3,Research Director,11.0,160000.0,4,3,0,14545.454545454546,2
26.0,0,1,Marketing Analyst,2.0,50000.0,3,1,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,3,0,0,15000.0,2
27.0,0,1,0.0,1.0,55000.0,1,1,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,0,1,0,16250.0,2
29.0,0,1,Product Designer,3.0,60000.0,2,1,0,20000.0,2
34.0,1,3,Research Director,11.0,160000.0,2,0,0,14545.454545454546,2
26.0,0,1,Marketing Analyst,2.0,50000.0,4,5,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,3,4,0,15000.0,2
27.0,0,1,0.0,3.0,85000.0,4,0,0,28333.33333333333,2
35.0,1,2,Marketing Director,11.0,160000.0,4,0,0,14545.454545454546,2
24.0,0,1,Financial Analyst,1.0,55000.0,0,0,0,55000.0,1
28.0,1,3,1.0,5.0,100000.0,1,1,0,20000.0,2
32.0,0,1,Project Manager,8.0,120000.0,2,1,0,15000.0,2
26.0,1,1,Graphic Designer,2.0,50000.0,2,1,0,25000.0,2
41.0,0,2,0.0,19.0,185000.0,2,0,1,9736.842105263158,3
29.0,1,1,Digital Marketing Specialist,4.0,65000.0,4,5,0,16250.0,2
33.0,0,1,6.0,9.0,130000.0,3,4,0,14444.444444444443,2
24.0,1,0,10.0,1.0,25000.0,1,1,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,2,1,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,1,1,0,18333.33333333333,2
22.0,1,0,Receptionist,1.0,25000.0,1,1,0,25000.0,1
37.0,0,1,7.0,13.0,160000.0,3,4,0,12307.692307692309,2
38.0,1,2,6.0,14.0,170000.0,3,1,0,12142.857142857143,2
27.0,0,1,0.0,1.0,55000.0,4,0,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,2,2,0,16250.0,2
34.0,1,3,Research Director,11.0,160000.0,4,0,0,14545.454545454546,2
26.0,0,1,Marketing Analyst,2.0,50000.0,0,0,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,2,1,0,15000.0,2
27.0,0,1,0.0,1.0,55000.0,4,0,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,4,3,0,16250.0,2
29.0,0,1,Product Designer,3.0,60000.0,4,5,0,20000.0,2
34.0,1,3,Research Director,11.0,160000.0,2,1,0,14545.454545454546,2
26.0,0,1,Marketing Analyst,2.0,50000.0,1,1,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,1,0,0,15000.0,2
27.0,0,1,0.0,3.0,85000.0,4,0,0,28333.33333333333,2
35.0,1,2,Marketing Director,11.0,160000.0,0,0,0,14545.454545454546,2
24.0,0,1,Financial Analyst,1.0,55000.0,1,0,0,55000.0,1
28.0,1,3,1.0,5.0,100000.0,4,0,0,20000.0,2
32.0,0,1,Project Manager,8.0,120000.0,4,5,0,15000.0,2
26.0,1,1,Graphic Designer,2.0,50000.0,3,4,0,25000.0,2
41.0,0,2,0.0,19.0,185000.0,3,1,1,9736.842105263158,3
29.0,1,1,Digital Marketing Specialist,4.0,65000.0,4,3,0,16250.0,2
33.0,0,1,6.0,9.0,130000.0,1,1,0,14444.444444444443,2
24.0,1,0,10.0,1.0,25000.0,3,4,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,2,0,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,3,0,0,18333.33333333333,2
22.0,1,0,Receptionist,1.0,25000.0,3,1,0,25000.0,1
37.0,0,1,7.0,13.0,160000.0,1,7,0,12307.692307692309,2
38.0,1,2,6.0,14.0,170000.0,2,1,0,12142.857142857143,2
27.0,0,1,0.0,1.0,55000.0,3,1,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,3,1,0,16250.0,2
29.0,0,1,Product Designer,3.0,60000.0,2,2,0,20000.0,2
34.0,1,3,Research Director,11.0,160000.0,3,0,0,14545.454545454546,2
31.0,1,2,Financial Manager,8.0,120000.0,2,1,0,15000.0,2
27.0,0,1,0.0,1.0,55000.0,2,1,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,1,1,0,16250.0,2
29.0,0,1,Product Designer,3.0,60000.0,1,7,0,20000.0,2
26.0,0,1,Marketing Analyst,2.0,50000.0,0,1,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,2,2,0,15000.0,2
27.0,0,1,0.0,3.0,85000.0,2,0,0,28333.33333333333,2
35.0,1,2,Marketing Director,11.0,160000.0,1,0,0,14545.454545454546,2
24.0,0,1,Financial Analyst,1.0,55000.0,1,7,0,55000.0,1
28.0,1,3,1.0,5.0,100000.0,1,0,0,20000.0,2
32.0,0,1,Project Manager,8.0,120000.0,2,0,0,15000.0,2
26.0,1,1,Graphic Designer,2.0,50000.0,2,2,0,25000.0,2
41.0,0,2,0.0,19.0,185000.0,2,1,1,9736.842105263158,3
29.0,1,1,Digital Marketing Specialist,4.0,65000.0,2,2,0,16250.0,2
33.0,0,1,6.0,9.0,130000.0,3,0,0,14444.444444444443,2
24.0,1,0,10.0,1.0,25000.0,3,1,0,25000.0,1
30.0,0,2,Financial Analyst,6.0,100000.0,4,3,0,16666.666666666668,2
26.0,1,1,Social Media Manager,3.0,55000.0,4,0,0,18333.33333333333,2
32.0,0,3,Research Scientist,10.0,150000.0,3,4,0,15000.0,2
22.0,1,0,Receptionist,1.0,25000.0,2,2,0,25000.0,1
38.0,1,2,6.0,14.0,170000.0,1,0,0,12142.857142857143,2
27.0,0,1,0.0,1.0,55000.0,2,1,0,55000.0,2
31.0,1,1,Marketing Coordinator,4.0,65000.0,4,5,0,16250.0,2
34.0,1,3,Research Director,11.0,160000.0,2,2,0,14545.454545454546,2
26.0,0,1,Marketing Analyst,2.0,50000.0,1,7,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,1,1,0,15000.0,2
27.0,0,1,0.0,1.0,55000.0,0,6,0,55000.0,2
29.0,0,1,Product Designer,3.0,60000.0,0,1,0,20000.0,2
34.0,1,3,Research Director,11.0,160000.0,3,4,0,14545.454545454546,2
26.0,0,1,Marketing Analyst,2.0,50000.0,1,1,0,25000.0,2
31.0,1,2,Financial Manager,8.0,120000.0,0,1,0,15000.0,2
27.0,0,1,0.0,3.0,85000.0,4,5,0,28333.33333333333,2
35.0,1,2,Marketing Director,11.0,160000.0,3,4,0,14545.454545454546,2
24.0,0,1,Financial Analyst,1.0,55000.0,1,7,0,55000.0,1
